Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,,,,,,
5525,Airport,84,Trip Completed,15-07-2016 05:18,15-07-2016 06:36,,,,,,
6392,Airport,84,Trip Completed,15-07-2016 19:24,15-07-2016 20:31,,,,,,
603,Airport,85,Trip Completed,11-07-2016 11:43,11-07-2016 12:56,,,,,,
1956,City,85,Trip Completed,12-07-2016 11:45,12-07-2016 12:32,,,,,,
2914,Airport,85,Trip Completed,13-07-2016 06:16,13-07-2016 06:51,,,,,,
3434,Airport,85,Trip Completed,13-07-2016 16:07,13-07-2016 16:48,,,,,,
3454,City,85,Trip Completed,13-07-2016 16:57,13-07-2016 18:07,,,,,,
3809,City,85,Trip Completed,13-07-2016 20:58,13-07-2016 21:43,,,,,,
3947,Airport,85,Trip Completed,13-07-2016 22:39,13-07-2016 23:15,,,,,,
4319,Airport,85,Trip Completed,14-07-2016 06:54,14-07-2016 08:09,,,,,,
4716,City,85,Trip Completed,14-07-2016 13:36,14-07-2016 14:08,,,,,,
5790,Airport,85,Trip Completed,15-07-2016 08:31,15-07-2016 09:40,,,,,,
6205,Airport,85,Trip Completed,15-07-2016 17:26,15-07-2016 18:38,,,,,,
6727,Airport,85,Trip Completed,15-07-2016 23:25,16-07-2016 00:19,,,,,,
51,City,86,Trip Completed,11-07-2016 03:34,11-07-2016 04:33,,,,,,
446,City,86,Trip Completed,11-07-2016 09:07,11-07-2016 10:08,,,,,,
1252,City,86,Trip Completed,11-07-2016 21:51,11-07-2016 22:58,,,,,,
1380,Airport,86,Trip Completed,12-07-2016 01:01,12-07-2016 02:15,,,,,,
1638,City,86,Trip Completed,12-07-2016 07:15,12-07-2016 07:50,,,,,,
2152,Airport,86,Trip Completed,12-07-2016 17:25,12-07-2016 17:55,,,,,,
3125,City,86,Trip Completed,13-07-2016 08:45,13-07-2016 09:19,,,,,,
3366,City,86,Trip Completed,13-07-2016 13:45,13-07-2016 14:34,,,,,,
4632,Airport,86,Trip Completed,14-07-2016 11:21,14-07-2016 12:20,,,,,,
5924,City,86,Trip Completed,15-07-2016 10:09,15-07-2016 10:47,,,,,,
6133,Airport,86,Trip Completed,15-07-2016 15:43,15-07-2016 16:15,,,,,,
6316,Airport,86,Trip Completed,15-07-2016 18:35,15-07-2016 19:07,,,,,,
6609,City,86,Trip Completed,15-07-2016 21:44,15-07-2016 22:55,,,,,,
246,Airport,87,Trip Completed,11-07-2016 06:35,11-07-2016 07:10,,,,,,
980,Airport,87,Trip Completed,11-07-2016 19:00,11-07-2016 20:15,,,,,,
1677,City,87,Trip Completed,12-07-2016 07:38,12-07-2016 08:16,,,,,,
4620,City,87,Trip Completed,14-07-2016 10:59,14-07-2016 12:14,,,,,,
4848,Airport,87,Trip Completed,14-07-2016 17:33,14-07-2016 18:16,,,,,,
5402,Airport,87,Trip Completed,15-07-2016 01:06,15-07-2016 01:48,,,,,,
5971,Airport,87,Trip Completed,15-07-2016 11:04,15-07-2016 11:47,,,,,,
6113,City,87,Trip Completed,15-07-2016 15:15,15-07-2016 16:22,,,,,,
6508,City,87,Trip Completed,15-07-2016 20:40,15-07-2016 21:39,,,,,,
746,Airport,88,Trip Completed,11-07-2016 15:47,11-07-2016 16:34,,,,,,
1488,Airport,88,Trip Completed,12-07-2016 05:31,12-07-2016 06:38,,,,,,
1838,City,88,Trip Completed,12-07-2016 09:40,12-07-2016 10:10,,,,,,
2839,Airport,88,Trip Completed,13-07-2016 05:20,13-07-2016 06:05,,,,,,
4391,City,88,Trip Completed,14-07-2016 07:52,14-07-2016 09:02,,,,,,
4701,City,88,Trip Completed,14-07-2016 13:09,14-07-2016 13:49,,,,,,
5171,Airport,88,Trip Completed,14-07-2016 20:29,14-07-2016 21:35,,,,,,
5962,City,88,Trip Completed,15-07-2016 10:48,15-07-2016 11:55,,,,,,
6118,City,88,Trip Completed,15-07-2016 15:17,15-07-2016 16:19,,,,,,
6450,City,88,Trip Completed,15-07-2016 20:01,15-07-2016 20:59,,,,,,
257,Airport,89,Trip Completed,11-07-2016 06:38,11-07-2016 07:50,,,,,,
708,Airport,89,Trip Completed,11-07-2016 14:16,11-07-2016 14:48,,,,,,
891,Airport,89,Trip Completed,11-07-2016 18:10,11-07-2016 19:14,,,,,,
1748,City,89,Trip Completed,12-07-2016 08:33,12-07-2016 09:14,,,,,,
2625,City,89,Trip Completed,12-07-2016 22:09,12-07-2016 23:18,,,,,,
3989,City,89,Trip Completed,13-07-2016 23:21,14-07-2016 00:31,,,,,,
5285,Airport,89,Trip Completed,14-07-2016 21:42,14-07-2016 22:12,,,,,,
6461,City,89,Trip Completed,15-07-2016 20:12,15-07-2016 21:12,,,,,,
1563,Airport,90,Trip Completed,12-07-2016 06:16,12-07-2016 07:32,,,,,,
2207,Airport,90,Trip Completed,12-07-2016 17:56,12-07-2016 19:14,,,,,,
2879,City,90,Trip Completed,13-07-2016 05:59,13-07-2016 06:50,,,,,,
3644,Airport,90,Trip Completed,13-07-2016 19:08,13-07-2016 19:54,,,,,,
3996,Airport,90,Trip Completed,13-07-2016 23:36,14-07-2016 00:35,,,,,,
4355,City,90,Trip Completed,14-07-2016 07:19,14-07-2016 07:59,,,,,,
4758,City,90,Trip Completed,14-07-2016 15:26,14-07-2016 16:07,,,,,,
6001,Airport,90,Trip Completed,15-07-2016 12:07,15-07-2016 13:18,,,,,,
1181,Airport,91,Trip Completed,11-07-2016 21:04,11-07-2016 22:06,,,,,,
1297,City,91,Trip Completed,11-07-2016 22:22,11-07-2016 23:03,,,,,,
1429,City,91,Trip Completed,12-07-2016 04:41,12-07-2016 05:22,,,,,,
2104,City,91,Trip Completed,12-07-2016 16:07,12-07-2016 17:04,,,,,,
2736,City,91,Trip Completed,13-07-2016 02:43,13-07-2016 03:54,,,,,,
3615,City,91,Trip Completed,13-07-2016 18:56,13-07-2016 19:43,,,,,,
4719,Airport,91,Trip Completed,14-07-2016 13:43,14-07-2016 14:46,,,,,,
4748,City,91,Trip Completed,14-07-2016 15:03,14-07-2016 16:22,,,,,,
870,City,92,Trip Completed,11-07-2016 17:57,11-07-2016 18:41,,,,,,
2124,Airport,92,Trip Completed,12-07-2016 16:53,12-07-2016 17:31,,,,,,
2457,Airport,92,Trip Completed,12-07-2016 20:31,12-07-2016 21:39,,,,,,
2621,City,92,Trip Completed,12-07-2016 22:05,12-07-2016 22:58,,,,,,
3168,City,92,Trip Completed,13-07-2016 09:12,13-07-2016 10:08,,,,,,
3285,Airport,92,Trip Completed,13-07-2016 10:59,13-07-2016 12:00,,,,,,
3315,City,92,Trip Completed,13-07-2016 12:09,13-07-2016 13:19,,,,,,
5585,City,92,Trip Completed,15-07-2016 05:58,15-07-2016 07:10,,,,,,
6235,City,92,Trip Completed,15-07-2016 17:47,15-07-2016 18:20,,,,,,
913,Airport,93,Trip Completed,11-07-2016 18:18,11-07-2016 19:15,,,,,,
1852,City,93,Trip Completed,12-07-2016 09:43,12-07-2016 10:58,,,,,,
3117,Airport,93,Trip Completed,13-07-2016 08:34,13-07-2016 09:07,,,,,,
3392,Airport,93,Trip Completed,13-07-2016 14:46,13-07-2016 15:17,,,,,,
4722,City,93,Trip Completed,14-07-2016 13:50,14-07-2016 14:59,,,,,,
692,Airport,94,Trip Completed,11-07-2016 13:49,11-07-2016 14:29,,,,,,
1351,Airport,94,Trip Completed,11-07-2016 23:44,12-07-2016 00:49,,,,,,
1800,City,94,Trip Completed,12-07-2016 09:09,12-07-2016 10:05,,,,,,
2434,City,94,Trip Completed,12-07-2016 20:16,12-07-2016 21:15,,,,,,
3212,City,94,Trip Completed,13-07-2016 09:48,13-07-2016 10:45,,,,,,
3340,City,94,Trip Completed,13-07-2016 12:45,13-07-2016 13:37,,,,,,
3598,Airport,94,Trip Completed,13-07-2016 18:38,13-07-2016 19:40,,,,,,
53,Airport,95,Trip Completed,11-07-2016 03:30,11-07-2016 04:22,,,,,,
3558,Airport,95,Trip Completed,13-07-2016 18:14,13-07-2016 18:51,,,,,,
4257,City,95,Trip Completed,14-07-2016 06:10,14-07-2016 07:08,,,,,,
4869,City,95,Trip Completed,14-07-2016 17:49,14-07-2016 18:20,,,,,,
5548,City,95,Trip Completed,15-07-2016 05:24,15-07-2016 06:06,,,,,,
5630,Airport,95,Trip Completed,15-07-2016 06:32,15-07-2016 07:14,,,,,,
6645,City,95,Trip Completed,15-07-2016 22:10,15-07-2016 23:00,,,,,,
156,Airport,96,Trip Completed,11-07-2016 05:35,11-07-2016 06:40,,,,,,
350,City,96,Trip Completed,11-07-2016 07:53,11-07-2016 08:40,,,,,,
976,Airport,96,Trip Completed,11-07-2016 18:54,11-07-2016 19:48,,,,,,
1344,City,96,Trip Completed,11-07-2016 23:35,12-07-2016 00:39,,,,,,
1524,City,96,Trip Completed,12-07-2016 05:50,12-07-2016 06:59,,,,,,
2143,Airport,96,Trip Completed,12-07-2016 17:15,12-07-2016 17:56,,,,,,
2353,City,96,Trip Completed,12-07-2016 19:31,12-07-2016 20:23,,,,,,
3028,Airport,96,Trip Completed,13-07-2016 07:28,13-07-2016 08:14,,,,,,
3913,Airport,96,Trip Completed,13-07-2016 22:14,13-07-2016 22:56,,,,,,
4274,City,96,Trip Completed,14-07-2016 06:18,14-07-2016 07:27,,,,,,
4673,City,96,Trip Completed,14-07-2016 12:35,14-07-2016 13:44,,,,,,
6198,Airport,96,Trip Completed,15-07-2016 17:23,15-07-2016 18:11,,,,,,
569,Airport,97,Trip Completed,11-07-2016 10:37,11-07-2016 11:44,,,,,,
1626,Airport,97,Trip Completed,12-07-2016 06:58,12-07-2016 07:49,,,,,,
3505,City,97,Trip Completed,13-07-2016 17:37,13-07-2016 18:22,,,,,,
3758,City,97,Trip Completed,13-07-2016 20:37,13-07-2016 21:16,,,,,,
4649,City,97,Trip Completed,14-07-2016 11:50,14-07-2016 12:44,,,,,,
4745,Airport,97,Trip Completed,14-07-2016 15:06,14-07-2016 16:05,,,,,,
5354,Airport,97,Trip Completed,14-07-2016 23:07,15-07-2016 00:01,,,,,,
5953,City,97,Trip Completed,15-07-2016 10:42,15-07-2016 11:38,,,,,,
6577,City,97,Trip Completed,15-07-2016 21:19,15-07-2016 21:48,,,,,,
1565,Airport,98,Trip Completed,12-07-2016 06:21,12-07-2016 07:32,,,,,,
1973,Airport,98,Trip Completed,12-07-2016 12:17,12-07-2016 12:47,,,,,,
2363,Airport,98,Trip Completed,12-07-2016 19:31,12-07-2016 20:32,,,,,,
2994,City,98,Trip Completed,13-07-2016 07:15,13-07-2016 08:12,,,,,,
3201,Airport,98,Trip Completed,13-07-2016 09:33,13-07-2016 10:17,,,,,,
3511,City,98,Trip Completed,13-07-2016 17:38,13-07-2016 18:54,,,,,,
3956,Airport,98,Trip Completed,13-07-2016 22:47,13-07-2016 23:41,,,,,,
4359,City,98,Trip Completed,14-07-2016 07:27,14-07-2016 08:03,,,,,,
4798,City,98,Trip Completed,14-07-2016 16:52,14-07-2016 17:39,,,,,,
5955,Airport,98,Trip Completed,15-07-2016 10:45,15-07-2016 11:48,,,,,,
6117,Airport,98,Trip Completed,15-07-2016 15:17,15-07-2016 16:06,,,,,,
6252,City,98,Trip Completed,15-07-2016 18:00,15-07-2016 18:46,,,,,,
101,Airport,99,Trip Completed,11-07-2016 05:08,11-07-2016 06:09,,,,,,
351,City,99,Trip Completed,11-07-2016 07:53,11-07-2016 08:55,,,,,,
871,City,99,Trip Completed,11-07-2016 17:57,11-07-2016 18:42,,,,,,
1330,Airport,99,Trip Completed,11-07-2016 23:11,12-07-2016 00:14,,,,,,
3227,Airport,99,Trip Completed,13-07-2016 09:52,13-07-2016 10:33,,,,,,
4921,City,99,Trip Completed,14-07-2016 18:14,14-07-2016 19:20,,,,,,
5373,City,99,Trip Completed,14-07-2016 23:42,15-07-2016 00:17,,,,,,
6612,Airport,99,Trip Completed,15-07-2016 21:49,15-07-2016 22:28,,,,,,
50,City,100,Trip Completed,11-07-2016 03:22,11-07-2016 03:57,,,,,,
102,Airport,100,Trip Completed,11-07-2016 05:01,11-07-2016 05:38,,,,,,
211,City,100,Trip Completed,11-07-2016 06:08,11-07-2016 06:47,,,,,,
510,City,100,Trip Completed,11-07-2016 09:40,11-07-2016 11:01,,,,,,
1548,Airport,100,Trip Completed,12-07-2016 06:10,12-07-2016 07:12,,,,,,
2208,City,100,Trip Completed,12-07-2016 17:59,12-07-2016 19:00,,,,,,
4030,City,100,Trip Completed,14-07-2016 00:13,14-07-2016 00:47,,,,,,
4370,City,100,Trip Completed,14-07-2016 07:36,14-07-2016 08:16,,,,,,
5834,Airport,100,Trip Completed,15-07-2016 08:54,15-07-2016 10:05,,,,,,
639,City,101,Trip Completed,11-07-2016 12:28,11-07-2016 12:56,,,,,,
1451,Airport,101,Trip Completed,12-07-2016 04:53,12-07-2016 05:40,,,,,,
2335,City,101,Trip Completed,12-07-2016 19:15,12-07-2016 20:02,,,,,,
2572,Airport,101,Trip Completed,12-07-2016 21:35,12-07-2016 22:42,,,,,,
3326,Airport,101,Trip Completed,13-07-2016 12:29,13-07-2016 13:09,,,,,,
3916,City,101,Trip Completed,13-07-2016 22:08,13-07-2016 23:22,,,,,,
4514,City,101,Trip Completed,14-07-2016 09:16,14-07-2016 10:16,,,,,,
6604,City,101,Trip Completed,15-07-2016 21:42,15-07-2016 22:19,,,,,,
373,Airport,102,Trip Completed,11-07-2016 08:09,11-07-2016 09:16,,,,,,
1338,Airport,102,Trip Completed,11-07-2016 23:23,11-07-2016 23:58,,,,,,
1830,City,102,Trip Completed,12-07-2016 09:33,12-07-2016 10:43,,,,,,
2274,City,102,Trip Completed,12-07-2016 18:33,12-07-2016 19:22,,,,,,
3224,Airport,102,Trip Completed,13-07-2016 09:52,13-07-2016 10:28,,,,,,
5321,City,102,Trip Completed,14-07-2016 22:09,14-07-2016 22:46,,,,,,
5520,City,102,Trip Completed,15-07-2016 05:17,15-07-2016 06:01,,,,,,
5842,City,102,Trip Completed,15-07-2016 09:04,15-07-2016 09:53,,,,,,
6429,Airport,102,Trip Completed,15-07-2016 19:49,15-07-2016 20:34,,,,,,
6704,Airport,102,Trip Completed,15-07-2016 22:58,15-07-2016 23:59,,,,,,
2057,Airport,103,Trip Completed,12-07-2016 15:02,12-07-2016 15:36,,,,,,
3723,Airport,103,Trip Completed,13-07-2016 20:03,13-07-2016 20:57,,,,,,
4492,City,103,Trip Completed,14-07-2016 09:01,14-07-2016 10:05,,,,,,
5153,Airport,103,Trip Completed,14-07-2016 20:29,14-07-2016 21:38,,,,,,
6531,City,103,Trip Completed,15-07-2016 20:49,15-07-2016 21:27,,,,,,
521,City,104,Trip Completed,11-07-2016 09:48,11-07-2016 10:55,,,,,,
1850,City,104,Trip Completed,12-07-2016 09:45,12-07-2016 10:20,,,,,,
2851,Airport,104,Trip Completed,13-07-2016 05:31,13-07-2016 06:39,,,,,,
5380,Airport,104,Trip Completed,14-07-2016 23:50,15-07-2016 00:39,,,,,,
5917,Airport,104,Trip Completed,15-07-2016 10:04,15-07-2016 10:54,,,,,,
148,Airport,105,Trip Completed,11-07-2016 05:36,11-07-2016 06:46,,,,,,
1113,City,105,Trip Completed,11-07-2016 20:18,11-07-2016 20:55,,,,,,
1758,Airport,105,Trip Completed,12-07-2016 08:44,12-07-2016 09:19,,,,,,
2395,Airport,105,Trip Completed,12-07-2016 19:55,12-07-2016 20:50,,,,,,
2708,Airport,105,Trip Completed,13-07-2016 01:22,13-07-2016 02:35,,,,,,
2995,City,105,Trip Completed,13-07-2016 07:07,13-07-2016 08:08,,,,,,
3993,City,105,Trip Completed,13-07-2016 23:31,14-07-2016 00:14,,,,,,
4724,City,105,Trip Completed,14-07-2016 13:52,14-07-2016 14:29,,,,,,
5144,Airport,105,Trip Completed,14-07-2016 20:21,14-07-2016 21:16,,,,,,
5572,City,105,Trip Completed,15-07-2016 05:46,15-07-2016 06:40,,,,,,
5740,Airport,105,Trip Completed,15-07-2016 07:50,15-07-2016 08:58,,,,,,
5938,City,105,Trip Completed,15-07-2016 10:16,15-07-2016 11:06,,,,,,
6299,City,105,Trip Completed,15-07-2016 18:25,15-07-2016 19:07,,,,,,
6695,Airport,105,Trip Completed,15-07-2016 22:45,16-07-2016 00:02,,,,,,
507,Airport,106,Trip Completed,11-07-2016 09:40,11-07-2016 10:38,,,,,,
1135,Airport,106,Trip Completed,11-07-2016 20:37,11-07-2016 21:29,,,,,,
1479,City,106,Trip Completed,12-07-2016 05:16,12-07-2016 05:58,,,,,,
3275,City,106,Trip Completed,13-07-2016 10:39,13-07-2016 11:39,,,,,,
4078,City,106,Trip Completed,14-07-2016 02:10,14-07-2016 03:05,,,,,,
4176,Airport,106,Trip Completed,14-07-2016 05:18,14-07-2016 06:01,,,,,,
4776,City,106,Trip Completed,14-07-2016 16:16,14-07-2016 17:31,,,,,,
4899,Airport,106,Trip Completed,14-07-2016 18:02,14-07-2016 19:01,,,,,,
35,City,107,Trip Completed,11-07-2016 02:36,11-07-2016 03:03,,,,,,
161,Airport,107,Trip Completed,11-07-2016 05:36,11-07-2016 06:10,,,,,,
831,Airport,107,Trip Completed,11-07-2016 17:30,11-07-2016 18:19,,,,,,
1080,Airport,107,Trip Completed,11-07-2016 19:59,11-07-2016 20:38,,,,,,
2496,City,107,Trip Completed,12-07-2016 20:53,12-07-2016 21:33,,,,,,
3141,City,107,Trip Completed,13-07-2016 08:58,13-07-2016 09:28,,,,,,
3297,City,107,Trip Completed,13-07-2016 11:37,13-07-2016 12:14,,,,,,
3602,Airport,107,Trip Completed,13-07-2016 18:40,13-07-2016 19:13,,,,,,
4150,City,107,Trip Completed,14-07-2016 04:51,14-07-2016 05:50,,,,,,
4361,City,107,Trip Completed,14-07-2016 07:29,14-07-2016 08:28,,,,,,
4642,City,107,Trip Completed,14-07-2016 11:44,14-07-2016 12:41,,,,,,
4752,City,107,Trip Completed,14-07-2016 15:19,14-07-2016 16:11,,,,,,
4849,City,107,Trip Completed,14-07-2016 17:39,14-07-2016 18:44,,,,,,
6199,City,107,Trip Completed,15-07-2016 17:25,15-07-2016 18:19,,,,,,
241,City,108,Trip Completed,11-07-2016 06:31,11-07-2016 07:17,,,,,,
1339,Airport,108,Trip Completed,11-07-2016 23:25,12-07-2016 00:32,,,,,,
1454,City,108,Trip Completed,12-07-2016 04:54,12-07-2016 06:07,,,,,,
4342,City,108,Trip Completed,14-07-2016 07:17,14-07-2016 08:15,,,,,,
6766,City,108,Trip Completed,15-07-2016 00:06,15-07-2016 01:10,,,,,,
6213,City,108,Trip Completed,15-07-2016 17:30,15-07-2016 18:32,,,,,,
41,City,109,Trip Completed,11-07-2016 02:47,11-07-2016 03:23,,,,,,
279,Airport,109,Trip Completed,11-07-2016 06:58,11-07-2016 07:47,,,,,,
952,City,109,Trip Completed,11-07-2016 18:39,11-07-2016 19:19,,,,,,
1200,Airport,109,Trip Completed,11-07-2016 21:13,11-07-2016 22:29,,,,,,
1775,City,109,Trip Completed,12-07-2016 08:57,12-07-2016 09:52,,,,,,
1953,Airport,109,Trip Completed,12-07-2016 11:38,12-07-2016 12:41,,,,,,
3270,City,109,Trip Completed,13-07-2016 10:28,13-07-2016 11:04,,,,,,
3497,Airport,109,Trip Completed,13-07-2016 17:32,13-07-2016 18:27,,,,,,
3897,Airport,109,Trip Completed,13-07-2016 22:00,13-07-2016 22:37,,,,,,
4601,City,109,Trip Completed,14-07-2016 10:13,14-07-2016 10:52,,,,,,
4621,Airport,109,Trip Completed,14-07-2016 11:02,14-07-2016 11:46,,,,,,
5061,City,109,Trip Completed,14-07-2016 19:29,14-07-2016 20:13,,,,,,
5359,City,109,Trip Completed,14-07-2016 23:21,15-07-2016 00:24,,,,,,
6179,Airport,109,Trip Completed,15-07-2016 16:53,15-07-2016 18:08,,,,,,
469,Airport,110,Trip Completed,11-07-2016 09:24,11-07-2016 10:04,,,,,,
914,City,110,Trip Completed,11-07-2016 18:17,11-07-2016 18:58,,,,,,
1386,Airport,110,Trip Completed,12-07-2016 01:30,12-07-2016 02:42,,,,,,
1935,City,110,Trip Completed,12-07-2016 11:16,12-07-2016 12:17,,,,,,
3243,Airport,110,Trip Completed,13-07-2016 10:03,13-07-2016 10:46,,,,,,
3449,City,110,Trip Completed,13-07-2016 16:52,13-07-2016 17:21,,,,,,
4500,City,110,Trip Completed,14-07-2016 09:04,14-07-2016 10:09,,,,,,
5328,Airport,110,Trip Completed,14-07-2016 22:10,14-07-2016 22:51,,,,,,
5576,City,110,Trip Completed,15-07-2016 05:53,15-07-2016 06:25,,,,,,
6112,Airport,110,Trip Completed,15-07-2016 15:06,15-07-2016 16:12,,,,,,
6438,Airport,110,Trip Completed,15-07-2016 19:54,15-07-2016 20:36,,,,,,
707,Airport,111,Trip Completed,11-07-2016 14:17,11-07-2016 14:55,,,,,,
1136,Airport,111,Trip Completed,11-07-2016 20:32,11-07-2016 21:20,,,,,,
2961,Airport,111,Trip Completed,13-07-2016 06:48,13-07-2016 07:47,,,,,,
3428,City,111,Trip Completed,13-07-2016 15:55,13-07-2016 16:45,,,,,,
4045,Airport,111,Trip Completed,14-07-2016 00:56,14-07-2016 01:22,,,,,,
5399,City,111,Trip Completed,15-07-2016 00:58,15-07-2016 02:16,,,,,,
5730,City,111,Trip Completed,15-07-2016 07:50,15-07-2016 08:45,,,,,,
180,Airport,112,Trip Completed,11-07-2016 05:48,11-07-2016 06:28,,,,,,
1694,City,112,Trip Completed,12-07-2016 07:54,12-07-2016 08:48,,,,,,
2294,City,112,Trip Completed,12-07-2016 18:47,12-07-2016 19:49,,,,,,
3630,City,112,Trip Completed,13-07-2016 18:59,13-07-2016 19:59,,,,,,
3978,City,112,Trip Completed,13-07-2016 23:18,13-07-2016 23:46,,,,,,
4426,City,112,Trip Completed,14-07-2016 08:21,14-07-2016 09:08,,,,,,
5115,Airport,112,Trip Completed,14-07-2016 20:03,14-07-2016 21:08,,,,,,
5558,Airport,112,Trip Completed,15-07-2016 05:32,15-07-2016 06:05,,,,,,
5827,Airport,112,Trip Completed,15-07-2016 08:52,15-07-2016 09:29,,,,,,
6063,Airport,112,Trip Completed,15-07-2016 13:48,15-07-2016 14:19,,,,,,
6691,Airport,112,Trip Completed,15-07-2016 22:47,16-07-2016 00:01,,,,,,
170,City,113,Trip Completed,11-07-2016 05:45,11-07-2016 06:39,,,,,,
1326,Airport,113,Trip Completed,11-07-2016 23:06,12-07-2016 00:07,,,,,,
1476,City,113,Trip Completed,12-07-2016 05:16,12-07-2016 06:04,,,,,,
2937,Airport,113,Trip Completed,13-07-2016 06:27,13-07-2016 07:15,,,,,,
3973,City,113,Trip Completed,13-07-2016 22:58,13-07-2016 23:51,,,,,,
4644,City,113,Trip Completed,14-07-2016 11:47,14-07-2016 12:20,,,,,,
5086,Airport,113,Trip Completed,14-07-2016 19:41,14-07-2016 21:02,,,,,,
6572,Airport,113,Trip Completed,15-07-2016 21:11,15-07-2016 22:02,,,,,,
6755,Airport,113,Trip Completed,15-07-2016 23:57,16-07-2016 01:09,,,,,,
1483,City,114,Trip Completed,12-07-2016 05:22,12-07-2016 06:22,,,,,,
1844,City,114,Trip Completed,12-07-2016 09:40,12-07-2016 10:11,,,,,,
2120,Airport,114,Trip Completed,12-07-2016 16:44,12-07-2016 17:33,,,,,,
2411,City,114,Trip Completed,12-07-2016 20:04,12-07-2016 20:40,,,,,,
2903,Airport,114,Trip Completed,13-07-2016 06:00,13-07-2016 06:40,,,,,,
3289,City,114,Trip Completed,13-07-2016 11:06,13-07-2016 11:51,,,,,,
3859,Airport,114,Trip Completed,13-07-2016 21:38,13-07-2016 22:28,,,,,,
4313,City,114,Trip Completed,14-07-2016 06:49,14-07-2016 07:44,,,,,,
5325,City,114,Trip Completed,14-07-2016 22:11,14-07-2016 23:12,,,,,,
5906,City,114,Trip Completed,15-07-2016 09:56,15-07-2016 10:29,,,,,,
6049,City,114,Trip Completed,15-07-2016 13:27,15-07-2016 14:32,,,,,,
664,Airport,115,Trip Completed,11-07-2016 12:58,11-07-2016 14:07,,,,,,
750,City,115,Trip Completed,11-07-2016 15:52,11-07-2016 16:27,,,,,,
1950,City,115,Trip Completed,12-07-2016 11:33,12-07-2016 12:04,,,,,,
2989,Airport,115,Trip Completed,13-07-2016 07:08,13-07-2016 07:42,,,,,,
3266,Airport,115,Trip Completed,13-07-2016 10:27,13-07-2016 11:19,,,,,,
4358,Airport,115,Trip Completed,14-07-2016 07:25,14-07-2016 08:08,,,,,,
4720,Airport,115,Trip Completed,14-07-2016 13:48,14-07-2016 14:41,,,,,,
5019,City,115,Trip Completed,14-07-2016 19:07,14-07-2016 19:59,,,,,,
5925,City,115,Trip Completed,15-07-2016 10:08,15-07-2016 10:32,,,,,,
112,Airport,116,Trip Completed,11-07-2016 05:01,11-07-2016 06:04,,,,,,
213,City,116,Trip Completed,11-07-2016 06:15,11-07-2016 06:57,,,,,,
1818,Airport,116,Trip Completed,12-07-2016 09:29,12-07-2016 10:38,,,,,,
2018,Airport,116,Trip Completed,12-07-2016 13:39,12-07-2016 14:19,,,,,,
3231,Airport,116,Trip Completed,13-07-2016 09:57,13-07-2016 10:48,,,,,,
3378,Airport,116,Trip Completed,13-07-2016 14:19,13-07-2016 14:58,,,,,,
3896,City,116,Trip Completed,13-07-2016 21:55,13-07-2016 22:54,,,,,,
4828,City,116,Trip Completed,14-07-2016 17:26,14-07-2016 17:59,,,,,,
5944,City,116,Trip Completed,15-07-2016 10:23,15-07-2016 11:33,,,,,,
6245,Airport,116,Trip Completed,15-07-2016 17:58,15-07-2016 18:57,,,,,,
3957,City,117,Trip Completed,13-07-2016 22:42,13-07-2016 23:43,,,,,,
4066,Airport,117,Trip Completed,14-07-2016 01:56,14-07-2016 03:07,,,,,,
4691,City,117,Trip Completed,14-07-2016 13:01,14-07-2016 13:54,,,,,,
6153,Airport,117,Trip Completed,15-07-2016 16:23,15-07-2016 17:33,,,,,,
260,City,118,Trip Completed,11-07-2016 06:45,11-07-2016 07:54,,,,,,
1077,Airport,118,Trip Completed,11-07-2016 19:55,11-07-2016 20:44,,,,,,
1316,City,118,Trip Completed,11-07-2016 22:54,11-07-2016 23:45,,,,,,
1754,City,118,Trip Completed,12-07-2016 08:42,12-07-2016 09:39,,,,,,
2086,City,118,Trip Completed,12-07-2016 15:44,12-07-2016 16:30,,,,,,
3044,Airport,118,Trip Completed,13-07-2016 07:38,13-07-2016 08:19,,,,,,
3295,City,118,Trip Completed,13-07-2016 11:32,13-07-2016 12:15,,,,,,
3347,Airport,118,Trip Completed,13-07-2016 12:58,13-07-2016 13:54,,,,,,
3801,Airport,118,Trip Completed,13-07-2016 20:59,13-07-2016 21:37,,,,,,
4249,City,118,Trip Completed,14-07-2016 06:03,14-07-2016 06:57,,,,,,
5096,Airport,118,Trip Completed,14-07-2016 19:52,14-07-2016 20:49,,,,,,
5892,City,118,Trip Completed,15-07-2016 09:48,15-07-2016 10:46,,,,,,
6281,Airport,118,Trip Completed,15-07-2016 18:16,15-07-2016 19:23,,,,,,
6497,City,118,Trip Completed,15-07-2016 20:29,15-07-2016 21:15,,,,,,
13,City,119,Trip Completed,11-07-2016 01:08,11-07-2016 01:58,,,,,,
1907,City,119,Trip Completed,12-07-2016 10:36,12-07-2016 11:53,,,,,,
3074,City,119,Trip Completed,13-07-2016 08:03,13-07-2016 09:11,,,,,,
3441,City,119,Trip Completed,13-07-2016 16:27,13-07-2016 17:43,,,,,,
3651,City,119,Trip Completed,13-07-2016 19:13,13-07-2016 20:21,,,,,,
4093,City,119,Trip Completed,14-07-2016 03:06,14-07-2016 04:03,,,,,,
4339,City,119,Trip Completed,14-07-2016 07:13,14-07-2016 07:50,,,,,,
4753,City,119,Trip Completed,14-07-2016 15:18,14-07-2016 16:23,,,,,,
